id,rating,return_rate,location,sales,revenue
P0142,10.7,0.06807,1,9377,5057953.8
P0143,7.0,0.022940000000000002,3,5291,2112167.2
P0144,9.0,0.038840000000000006,2,22318,34354097.4
P0145,9.3,0.065,7,1415,98059.5
P0146,5.7,0.04782,4,18260,16424870.0
P0147,9.7,0.08301,1,13383,13038387.75
P0148,2.8,0.050530000000000005,4,11181,7372751.399999999
P0149,3.6,0.03715,1,20172,28226679.599999998
P0150,3.5,0.012700000000000001,2,15167,15914733.1
P0151,6.5,0.03735,7,15324,17228007.0
P0152,1.8,0.029820000000000003,6,3144,658039.2
P0153,9.1,0.08307,5,17370,17706978.0
P0154,8.0,0.09643,6,6346,2660877.8
P0155,4.2,0.0014000000000000002,3,8175,3919095.0
P0156,10.7,0.0422,3,12389,10398087.7
P0157,1.0,0.09523000000000001,2,28128,62984217.60000001
P0158,8.9,0.018060000000000003,6,10382,7778713.5
P0159,2.5,0.09243000000000001,1,12142,10190780.6
P0160,3.6,0.03658,2,15148,18165481.6
P0161,4.3,0.03216,6,25247,37855351.8
P0162,8.0,0.044590000000000005,7,1359,107632.8
P0163,3.2,0.033850000000000005,2,23167,39945699.75
P0164,10.5,0.044750000000000005,5,3434,513383.0
P0165,2.8,0.044390000000000006,5,6173,2588338.9
P0166,2.4,0.027670000000000004,7,8177,4900067.25
P0167,7.7,0.059070000000000004,4,16299,18243470.7
P0168,7.9,0.05806000000000001,6,1324,78645.59999999999
P0169,4.0,0.03977,2,22175,24381412.5
P0170,3.2,0.00872,7,13222,8587689.0
P0171,9.2,0.09812000000000001,5,24365,40916144.5
P0172,9.2,0.0054600000000000004,7,10429,6251142.6
P0173,10.8,0.06398000000000001,2,4420,1322685.0
P0174,2.3,0.026000000000000002,7,5211,1820202.2999999998
P0175,9.8,0.03389,4,25396,50771683.2
P0176,9.9,0.05215,3,22372,29517616.799999997
P0177,1.4,0.07863,6,7155,3000807.0
P0178,3.4,0.026480000000000004,1,14146,11874152.4
P0179,9.0,0.06723000000000001,7,10389,7265027.699999999
P0180,5.7,0.03815,7,27287,44188567.8
P0181,6.7,0.03785,5,7303,4083837.6000000006
P0182,10.4,0.030690000000000002,5,24379,40939654.699999996
P0183,9.2,0.0054600000000000004,7,23397,32273821.799999997
P0184,7.6,0.09912000000000001,4,26329,54743256.800000004
P0185,10.1,0.06115,4,19389,22091826.599999998
P0186,9.2,0.07353000000000001,7,19396,22099802.4
P0187,3.7,0.014450000000000001,1,13198,10286521.2
P0188,2.0,0.06452000000000001,2,29149,67602360.80000001
P0189,11.0,0.09182000000000001,6,9442,6790686.4
P0190,7.1,0.053320000000000006,4,24309,34990374.599999994
P0191,8.9,0.060320000000000006,1,10316,7729263.0
P0192,6.0,0.05459000000000001,2,6272,1878464.0
P0193,8.2,0.09283000000000001,4,17347,17683531.8
P0194,5.4,0.014450000000000001,2,19233,25566426.9
P0195,6.0,0.08722,5,22268,39173865.6
P0196,4.4,0.007220000000000001,5,29229,42367435.5
P0197,4.2,0.06602000000000001,7,9242,4985134.8
P0198,4.5,0.0268,2,4228,843486.0
P0199,1.9,0.05772000000000001,5,10172,5080914.0
P0200,8.9,0.04979,1,10354,8274916.800000001
P0201,2.2,0.015420000000000001,7,27216,36727992.0
P0202,6.1,0.023330000000000004,5,23268,40119849.0
P0203,2.6,0.0165,7,22194,39043684.800000004
P0204,10.7,0.050760000000000007,2,19389,29455768.8
P0205,4.0,0.06793,3,30195,72443844.00000001
P0206,8.2,0.08544,2,26314,54712068.800000004
P0207,4.1,0.00834,7,10230,7664827.5
P0208,1.5,0.006750000000000001,7,11165,8589234.5
P0209,9.9,0.036250000000000004,2,2370,330140.99999999994
P0210,3.5,0.06028000000000001,4,4208,1259244.0
P0211,3.3,0.03842,3,25164,37730901.599999994
P0212,6.0,0.03973,1,11271,6193414.5
P0213,10.2,0.057100000000000005,7,28415,47720150.99999999
P0214,4.3,0.042870000000000005,5,5202,2076638.4000000001
P0215,3.8,0.050660000000000004,5,2224,221288.0
P0216,4.9,0.0018900000000000002,2,13215,10299771.0
P0217,7.6,0.00072,2,10307,6178015.8
P0218,10.2,0.08275,4,20386,24450968.4
P0219,8.0,0.07082000000000001,7,1348,100089.0
P0220,1.0,0.08475,5,12149,10924988.25
P0221,2.8,0.05485,1,7149,3498005.6999999997
P0222,9.2,0.061430000000000005,5,28350,55546155.0
P0223,8.7,0.039020000000000006,1,14313,15017915.25
P0224,7.1,0.08058000000000001,6,5323,1328088.5
P0225,6.5,0.004940000000000001,1,8271,3965117.4
P0226,3.1,0.00076,2,13177,13693538.4
P0227,8.8,0.06691000000000001,7,27358,36919621.0
P0228,5.4,0.046180000000000006,6,1268,75319.2
P0229,11.0,0.00549,4,19444,25846909.2
P0230,10.4,0.00992,1,5389,2016833.25
P0231,5.1,0.045000000000000005,4,12215,10984338.75
P0232,11.0,0.08375,7,23446,32341412.4
P0233,5.7,0.03314,7,24264,46567468.800000004
P0234,10.0,0.09885000000000001,1,17348,23579401.6
P0235,2.7,0.058620000000000005,3,16161,12920719.5
P0236,2.5,0.06387000000000001,3,9173,6597221.600000001
P0237,8.3,0.00221,1,9326,6288055.5
P0238,3.4,0.06920000000000001,2,14171,9912614.5
P0239,3.7,0.03223,7,9251,4989989.399999999
P0240,7.0,0.0627,1,14286,15988891.200000001
P0241,9.4,0.07678,1,10350,7754737.5
P0242,1.4,0.01264,6,21149,22195875.5
P0243,6.1,0.0108,3,22239,36677670.75
P0244,1.3,0.013420000000000001,4,8135,4874898.75
P0245,5.2,0.02162,1,22185,24392407.5
P0246,6.0,0.03384,1,25274,50527780.800000004
P0247,7.2,0.0053100000000000005,6,21301,22355399.5
P0248,5.4,0.07146000000000001,7,25263,44192565.9
P0249,2.3,0.06571,6,13179,10271712.6
P0250,1.8,0.044180000000000004,4,14123,11854846.2
P0251,5.9,0.06083,3,29242,42386279.0
P0252,1.6,0.01353,4,9121,4099889.5
P0253,3.0,0.048240000000000005,4,28155,39402922.5
P0254,10.0,0.00216,6,5415,2161668.0000000005
P0255,9.0,0.044160000000000005,2,6353,2663812.9
P0256,9.3,0.04913000000000001,1,19327,29361578.400000002
P0257,2.6,0.08765,4,4169,1247573.25
P0258,1.7000000000000002,0.04028,1,11133,9788133.6
P0259,5.9,0.08339,4,20249,30358313.25
P0260,10.0,0.08525,6,3426,717061.7999999999
P0261,2.9,0.03826,4,13168,12828924.0
P0262,3.6,0.0030800000000000003,6,8198,4585141.399999999
P0263,4.0,0.00996,7,11270,7431438.0
P0264,7.3,0.02942,2,21315,31318129.5
P0265,1.2,0.03113,1,16098,20592561.6
P0266,8.8,0.08483,4,9388,6329859.0
P0267,8.5,0.046970000000000005,3,12371,11124621.75
P0268,4.0,0.05765000000000001,4,19242,21924334.799999997
P0269,1.3,0.07310000000000001,2,1128,55836.0
P0270,4.7,0.0034800000000000005,3,19210,18239895.0
P0271,4.0,0.08439,5,21217,31174138.099999998
P0272,4.0,0.059090000000000004,7,1231,73121.4
P0273,10.5,0.027500000000000004,1,15350,11504825.0
P0274,2.3,0.008310000000000001,2,25163,31441168.5
P0275,7.7,0.028430000000000004,4,9298,6269176.5
P0276,5.9,0.06942000000000001,1,25243,37849354.199999996
P0277,10.3,0.048,4,10433,8338053.600000001
P0278,5.7,0.046810000000000004,6,5292,1980531.0
P0279,6.9,0.06627000000000001,1,10255,8195796.000000001
P0280,4.2,0.0396,2,20203,24231478.199999996
P0281,3.4,0.0446,1,3169,663271.7
P0282,9.2,0.07045000000000001,2,21332,26865520.799999997
P0283,3.2,0.053880000000000004,4,6166,2954747.2
P0284,2.1,0.05564,1,16114,20613028.8
P0285,4.2,0.0036400000000000004,3,8204,3277498.0
P0286,7.5,0.061340000000000006,6,12358,7408621.0
P0287,8.9,0.032990000000000005,4,13379,13903456.8
P0288,4.1,0.05034,6,1231,60934.5
P0289,4.7,0.06586,2,22232,36666126.0
P0290,3.4,0.04431,7,28219,55289486.699999996
P0291,9.6,0.035460000000000005,6,21397,33684227.25
P0292,2.3,0.004240000000000001,4,11167,6136266.5
P0293,5.3,0.02186,6,25251,50481799.2
P0294,4.1,0.08199000000000001,5,14244,11956413.6
P0295,10.4,0.02953,1,17409,20704523.7
P0296,7.5,0.012900000000000002,2,4272,1278396.0
P0297,4.8,0.06089000000000001,7,8266,5283627.2
P0298,4.2,0.03735,3,8198,3930121.1999999997
P0299,7.8,0.0088,6,24334,35026359.599999994
P0300,2.9,0.0512,5,14180,15870256.0
P0301,8.4,0.02508,6,1351,66874.5
P0302,7.0,0.07475000000000001,2,23289,26770705.5
P0303,4.0,0.09125000000000001,5,27217,51421078.1
P0304,6.1,0.05263,1,27240,51464532.0
P0305,2.6,0.06887,3,14170,13876681.0
P0306,4.5,0.025330000000000002,3,26216,47694768.8
P0307,10.4,0.09875,4,2411,359841.75
P0308,2.8,0.08883,7,22205,29297276.999999996
P0309,8.5,0.08569,5,4346,867027.0
P0310,8.3,0.09848000000000001,7,13375,13030593.75
P0311,7.2,0.07043,4,27324,58997980.800000004
P0312,2.6,0.00536,4,17144,23302124.8
P0313,9.7,0.041650000000000006,1,22342,29478034.799999997
P0314,2.3,0.0781,2,3129,654899.7
P0315,2.6,0.09037,4,23163,26625868.5
P0316,9.0,0.06290000000000001,3,27343,51659129.9
P0317,6.0,0.019770000000000003,6,10302,8233358.4
P0318,7.6,0.05714,2,26293,47834854.9
P0319,9.9,0.042010000000000006,7,28415,47720150.99999999
P0320,7.9,0.06741000000000001,6,21317,31321068.099999998
P0321,6.8,0.09880000000000001,1,21257,31232910.099999998
P0322,7.0,0.03994,1,4247,1186187.0999999999
P0323,7.1,0.021060000000000002,4,18304,26343116.8
P0324,6.8,0.029470000000000003,7,29336,63783798.0
P0325,2.0,0.061630000000000004,2,24152,28970324.0
P0326,3.0,0.06182000000000001,3,11201,9847919.200000001
P0327,5.9,0.04802000000000001,3,26268,40962319.199999996
P0328,3.2,0.00826,1,14164,15852348.8
P0329,3.1,0.010020000000000001,2,16155,12915922.5
P0330,9.2,0.08752,1,6303,2642847.9
P0331,9.3,0.0034400000000000003,1,19333,29370693.6
P0332,2.9,0.033710000000000004,4,15172,11371414.0
P0333,5.1,0.03504,1,24217,29048291.5
P0334,9.1,0.012830000000000001,6,19387,27611934.75
P0335,10.8,0.01804,1,9388,4219906.0
P0336,6.2,0.07267000000000001,5,25307,47431644.75
P0337,10.6,0.06599000000000001,5,27448,59265721.60000001
P0338,3.0,0.04685,6,2229,332678.25
P0339,2.5,0.01606,7,28189,59175758.25
P0340,3.7,0.027290000000000002,1,2165,215417.5
P0341,1.2,0.03907,6,23128,26585636.0
P0342,7.6,0.008360000000000001,5,22333,36832700.25
P0343,3.2,0.05113,7,19207,27355569.75
P0344,4.3,0.01862,6,1248,74131.2
P0345,2.4,0.056960000000000004,6,7184,4017292.8000000003
P0346,9.0,0.038200000000000005,7,23422,43077742.4
P0347,8.8,0.022590000000000002,6,5354,2003734.5
P0348,10.1,0.06254,1,17379,23621536.8
P0349,6.9,0.00109,4,15280,16033304.0
P0350,9.7,0.04764,1,4358,1304131.5
P0351,2.7,0.09406,2,18143,22847479.9
P0352,7.2,0.028890000000000002,4,23325,37536922.5
P0353,1.9,0.07421000000000001,7,17146,14565527.0
P0354,10.0,0.009770000000000001,2,12365,11860508.0
P0355,3.6,0.08543,2,30209,45298395.5
P0356,10.0,0.05489,6,16391,15725525.4
P0357,3.0,0.09243000000000001,3,23179,31973112.599999998
P0358,1.5,0.0374,6,25166,44022883.8
P0359,8.0,0.07084,1,7308,3575804.3999999994
P0360,4.6,0.05598,2,8221,5254863.2
P0361,10.7,0.08144000000000001,5,19413,18432643.5
P0362,10.4,0.06652000000000001,4,28399,47693280.599999994
P0363,3.0,0.02628,4,9195,4133152.5
P0364,10.2,0.09875,3,30382,68336713.5
P0365,2.0,0.01314,1,12119,10898010.75
P0366,4.4,0.06351000000000001,1,21184,33348912.0
P0367,9.6,0.08941,3,17353,23586197.6
P0368,2.0,0.010480000000000001,6,19148,29089641.6
P0369,3.4,0.07780000000000001,4,17194,17527563.599999998
P0370,10.9,0.060590000000000005,3,12418,10422427.399999999
P0371,9.6,0.01771,3,27381,55425989.25
P0372,7.1,0.0449,5,18310,23057783.0
P0373,10.8,0.06292,7,21443,22504428.5
P0374,7.7,0.07659,1,6300,1886850.0
P0375,6.0,0.06704,1,7271,2541214.5
P0376,10.0,0.06645000000000001,5,21388,35914729.6
P0377,6.0,0.049850000000000005,2,26253,54585237.60000001
P0378,8.2,0.029640000000000003,1,20274,28369408.2
P0379,4.1,0.00462,3,10206,8156635.2
P0380,4.7,0.06473000000000001,4,8236,4606394.8
P0381,5.7,0.036230000000000005,2,6226,2797030.5
P0382,3.2,0.00807,5,22197,24405601.5
P0383,3.6,0.06512000000000001,3,15199,13669980.6
P0384,7.5,0.034080000000000006,4,14333,16041493.600000001
P0385,6.0,0.0912,3,20260,30374805.0
P0386,9.7,0.06684000000000001,4,26383,47998591.9
P0387,3.6,0.042440000000000005,1,16195,19421853.75
P0388,10.5,0.05618000000000001,2,21383,35906333.6
P0389,8.0,0.08255000000000001,6,19361,22059923.4
P0390,9.6,0.022310000000000003,3,18345,23101858.5
P0391,4.6,0.041190000000000004,7,27258,36784671.0
P0392,10.9,0.05147,1,28408,63611193.60000001
P0393,5.3,0.09457,2,12220,8791068.0
P0394,7.0,0.07176,1,1263,100029.6
P0395,6.5,0.050820000000000004,2,28232,39510684.0
P0396,2.0,0.01606,4,2126,296151.8
P0397,9.6,0.08964000000000001,1,16383,13098208.5
P0398,2.0,0.056100000000000004,4,21159,33309555.75
P0399,9.4,0.06455000000000001,7,5436,2034423.0
P0400,1.7000000000000002,0.08241000000000001,4,21146,31069817.8
P0401,10.1,0.0354,1,24345,40882558.5
P0402,5.5,0.029740000000000003,4,5258,1836619.3999999997
P0403,10.4,0.046020000000000005,5,30406,72950075.2
P0404,4.3,0.07444,4,27212,51411631.6
P0405,4.5,0.08006,6,10258,5123871.0
P0406,4.6,0.008960000000000001,7,17238,21965521.5
P0407,9.5,0.08554,1,2331,278321.39999999997
P0408,8.2,0.08644,2,16297,15635341.799999999
P0409,5.8,0.016730000000000002,5,4268,851466.0
P0410,10.1,0.05915000000000001,4,20412,20401794.0
P0411,10.8,0.00043000000000000004,5,18429,24865328.25
P0412,8.0,0.014520000000000002,5,17375,14760062.5
P0413,7.4,0.048310000000000006,4,12293,10317514.899999999
P0414,3.3,0.06620000000000001,4,1217,90362.25
P0415,2.3,0.09852000000000001,5,27158,51309609.4
P0416,10.6,0.036320000000000005,7,6421,2307707.4
P0417,4.0,0.02884,5,16229,18165119.7
P0418,7.4,0.024440000000000003,7,20334,30485749.5
P0419,9.2,0.05607,1,15358,11510821.0
P0420,9.1,0.025130000000000003,5,23381,43002335.2
P0421,3.2,0.00334,7,21234,31199116.2
P0422,3.0,0.024780000000000003,4,14204,15897116.8
P0423,5.5,0.0054,5,23256,42772435.2
P0424,7.5,0.00799,3,14324,12023565.6
P0425,8.4,0.052890000000000006,5,24329,40855689.699999996
P0426,8.9,0.06683,7,4402,1229478.5999999999
P0427,5.0,0.07841000000000001,2,8202,5242718.4
P0428,1.8,0.061290000000000004,3,20146,24163112.4
P0429,1.7000000000000002,0.052590000000000005,5,3145,470177.5
P0430,5.4,0.028870000000000003,1,29238,63570721.5
P0431,10.4,0.06557,2,12391,11142606.75
P0432,2.9,0.008520000000000002,6,22187,36591909.75
P0433,1.3,0.07215,1,14085,9852457.5
P0434,7.6,0.005920000000000001,4,22334,34378726.199999996
P0435,2.0,0.009600000000000001,4,8124,5192860.800000001
P0436,6.1,0.04768000000000001,5,11293,9928805.6
P0437,2.0,0.035250000000000004,4,24147,46342922.4
P0438,6.5,0.06671,6,7277,3051973.8
P0439,7.9,0.01293,4,16319,20875264.8
P0440,9.8,0.07693000000000001,3,29372,63862071.0
P0441,2.7,0.08979000000000001,6,7188,4019529.6000000006
P0442,1.3,0.046790000000000005,6,8137,4876097.25
P0443,8.0,0.06668,1,18332,23085487.599999998
P0444,10.2,0.035530000000000006,4,14391,15099756.75
P0445,9.9,0.01344,6,21415,35960068.0
P0446,10.8,0.00103,4,2406,335155.79999999993
P0447,4.9,0.02111,6,26277,40976353.8
P0448,10.6,0.07935,5,9407,6342669.75
P0449,7.4,0.08108000000000001,5,8339,4664002.699999999
P0450,5.7,0.09955000000000001,7,27271,51523100.3
P0451,5.8,0.027870000000000002,6,17295,20568943.5
P0452,2.0,0.03465,4,1185,58657.5
P0453,7.8,0.0728,5,25364,31692318.0
P0454,7.9,0.08683,4,22360,36877230.0
P0455,6.6,0.053290000000000004,2,17257,23455714.400000002
P0456,2.0,0.024520000000000004,2,20134,28173506.2
P0457,10.0,0.041800000000000004,1,21390,35918088.0
P0458,7.4,0.07501000000000001,7,4355,1390116.0000000002
P0459,3.3,0.08345000000000001,5,28189,59175758.25
P0460,7.0,0.06337000000000001,7,20337,30490247.25
P0461,9.5,0.06668,4,19377,27597692.25
P0462,4.0,0.08460000000000001,2,1186,70448.4
P0463,4.6,0.07626000000000001,5,21265,33476426.25
P0464,10.0,0.08305000000000001,2,12358,11112931.5
P0465,7.3,0.010110000000000001,1,20268,32412585.6
P0466,8.2,0.08651,6,23355,42954516.0
P0467,2.3,0.00265,2,16154,19372684.5
P0468,3.3,0.037000000000000005,7,3228,579103.2000000001
P0469,4.7,0.00813,7,30253,63510122.89999999
P0470,3.8,0.017220000000000003,5,29217,67760066.4
P0471,10.9,0.0041600000000000005,7,9452,5948143.6
P0472,7.8,0.08868000000000001,4,21338,33591346.5
P0473,9.0,0.08537,7,6358,2285065.1999999997
P0474,10.7,0.015860000000000003,1,23406,43048315.2
P0475,3.3,0.07594000000000001,6,29203,59261647.9
P0476,4.3,0.029910000000000003,1,5172,1935621.0
P0477,10.6,0.08860000000000001,5,19401,18421249.5
P0478,9.3,0.00927,3,16365,19625726.25
P0479,3.2,0.017660000000000002,7,27233,51451306.9
P0480,6.7,0.04642,6,11322,8710014.6
P0481,4.4,0.025140000000000003,7,22249,34247885.699999996
P0482,3.9,0.042390000000000004,5,21203,26703058.199999996
P0483,6.1,0.00305,7,24312,34994692.8
P0484,4.3,0.0339,7,1270,75438.0
P0485,3.5,0.041210000000000004,6,23231,32044841.4
P0486,1.9,0.09779,6,14177,13883536.1
P0487,1.9,0.03341,2,27104,54865272.0
P0488,7.9,0.043750000000000004,4,15329,18382536.8
P0489,5.5,0.00704,3,25260,31562370.0
P0490,3.4,0.05149,4,24183,46412013.6
P0491,6.9,0.05956,1,17240,14645380.0
P0492,7.3,0.09121000000000001,2,14308,10008446.0
P0493,7.1,0.07357000000000001,2,18263,22998595.9
P0494,9.8,0.006010000000000001,3,11370,6247815.0
P0495,7.1,0.09393000000000001,4,27299,55260000.75
P0496,5.5,0.0307,3,3263,682945.8999999999
P0497,9.7,0.03268,7,30408,68395194.0
P0498,5.5,0.02902,5,18236,16403282.0
P0499,2.0,0.061540000000000004,5,13181,8561059.5
P0500,7.5,0.02355,1,1273,94520.25
P0501,3.2,0.08401,1,25150,31424925.0
P0502,8.3,0.052360000000000004,4,24323,35010526.199999996
P0503,2.1,0.017230000000000002,2,18143,16319628.5
P0504,10.6,0.07127,7,30428,54752143.199999996
P0505,10.9,0.07824,5,24428,35161663.199999996
P0506,10.4,0.09457,5,1416,84110.4
P0507,6.3,0.029230000000000003,2,13240,8599380.0
P0508,7.6,0.08919,6,6315,2647879.4999999995
P0509,3.6,0.0017200000000000002,4,18227,22953261.099999998
P0510,7.8,0.02833,7,11336,7474958.399999999
P0511,8.2,0.07521000000000001,7,12378,10388855.399999999
P0512,8.4,0.00202,5,8380,4686934.0
P0513,8.6,0.057710000000000004,2,30326,68210755.5
P0514,10.1,0.05339000000000001,1,25344,31667328.0
P0515,5.1,0.08622,4,18236,26245251.2
P0516,5.8,0.09164000000000001,3,25243,44157579.9
P0517,4.0,0.03649,1,12190,8769486.0
P0518,1.5,0.07763,1,2119,337344.80000000005
P0519,3.9,0.03467,3,4200,1005479.9999999999
P0520,6.3,0.041530000000000004,4,27274,36806263.0
P0521,6.0,0.059860000000000003,1,1243,86139.9
