id,rating,return_rate,location,sales
0082,6.0,0.08678000000000001,3,102445
0083,7.8,0.08476,4,268557
0084,9.2,0.0376,3,80295
0085,7.0,0.07052,4,214540
0086,5.6,0.0889,6,623038
0087,11.0,0.0849,4,525347
0088,0.1,0.09847,7,493634
0089,10.4,0.09829,1,338327
0090,11.0,0.025150000000000002,3,19098
0091,0.2,0.06343,2,122601
0092,9.4,0.07930000000000001,6,275395
0093,6.4,0.015960000000000002,2,13642
0094,2.7,0.047380000000000005,7,18894
0095,3.4,0.09106,6,702185
0096,1.5,0.005900000000000001,4,28176
0097,9.6,0.061700000000000005,1,141187
0098,10.5,0.026420000000000003,7,94319
0099,7.0,0.050280000000000005,2,19889
0100,10.5,0.07922000000000001,5,61541
0101,10.3,0.07392,2,296347
0102,7.0,0.02476,4,41235
0103,2.7,0.08239,5,52651
0104,6.0,0.030340000000000002,6,54867
0105,9.7,0.051930000000000004,2,140372
0106,1.0,0.09369000000000001,3,284770
0107,7.2,0.09666000000000001,1,877398
0108,9.2,0.09078000000000001,1,46157
0109,1.4,0.09965,4,14243
0110,10.4,0.07317000000000001,7,100721
0111,0.8,0.047560000000000005,4,54383
0112,6.3,0.07883000000000001,5,314376
0113,7.2,0.049460000000000004,5,397019
0114,4.5,0.06369000000000001,1,194112
0115,10.4,0.050550000000000005,7,189004
0116,5.4,0.09511000000000001,7,588460
0117,9.6,0.07355,1,17599
0118,6.6,0.06402000000000001,1,132394
0119,2.2,0.022740000000000003,1,69177
0120,3.8,0.06952000000000001,6,201613
0121,6.0,0.09378,3,170427
0122,0.4,0.06599000000000001,5,78262
0123,1.5,0.04596,3,263326
0124,5.3,0.03207,7,183674
0125,2.4,0.08636,6,154241
0126,8.3,0.07981,1,1203433
0127,2.0,0.08022,2,118694
0128,0.0,0.00744,5,18026
0129,5.7,0.04589000000000001,1,81413
0130,8.3,0.0164,3,14996
0131,3.1,0.063,3,132318
0132,2.0,0.013810000000000001,5,43737
0133,7.2,0.01327,5,44592
0134,7.1,0.007220000000000001,7,51301
0135,8.8,0.09530000000000001,1,186119
0136,7.7,0.09435,1,248430
0137,10.0,0.03939,3,51757
0138,10.7,0.04879000000000001,5,99923
0139,8.9,0.035780000000000006,6,32979
0140,10.4,0.03191,7,133212
0141,5.5,0.00979,6,8281
0142,8.6,0.03919,2,35758
0143,5.4,0.04084,2,181313
0144,1.4,0.030470000000000004,5,93906
0145,0.8,0.09664,3,369449
0146,5.4,0.00655,4,18989
0147,9.0,0.04905,2,450572
0148,3.1,0.008660000000000001,2,30994
0149,4.2,0.05825,5,711485
0150,4.9,0.053720000000000004,2,113113
0151,6.0,0.06108,7,148517
0152,10.6,0.059140000000000005,6,156493
0153,4.6,0.039830000000000004,2,44194
0154,10.6,0.021990000000000003,3,22928
0155,1.9,0.07947000000000001,2,122238
0156,1.0,0.07890000000000001,3,67709
0157,3.8,0.08956,5,319678
0158,7.4,0.03558,1,23931
0159,11.0,0.007070000000000001,6,9466
0160,9.0,0.026580000000000003,1,223927
0161,8.0,0.05092000000000001,1,361021
0162,4.7,0.08574000000000001,7,521692
0163,2.0,0.0859,5,163421
0164,0.9,0.06483,7,208362
0165,10.7,0.07005,2,307613
0166,4.1,0.00644,5,15254
0167,10.6,0.026740000000000003,2,139393
0168,4.3,0.05074000000000001,5,129705
0169,4.5,0.057460000000000004,2,69386
0170,7.5,0.050390000000000004,7,121281
0171,7.3,0.025150000000000002,6,119401
0172,10.3,0.0008500000000000001,4,2725
0173,10.4,0.0921,1,286323
0174,3.0,0.08569,2,134128
0175,6.7,0.034820000000000004,1,40527
0176,10.0,0.09304000000000001,2,135363
0177,8.3,0.08215,7,175720
0178,4.7,0.013720000000000001,7,68665
0179,4.6,0.034800000000000005,2,212974
0180,2.3,0.03003,5,43454
0181,10.8,0.08384000000000001,6,172603
0182,5.2,0.06716000000000001,1,373750
0183,0.9,0.00918,3,8800
0184,4.1,0.017750000000000002,7,18244
0185,10.0,0.08975000000000001,5,95187
0186,3.0,0.09072000000000001,2,398313
0187,2.5,0.09251000000000001,6,71779
0188,5.0,0.050260000000000006,6,49016
0189,9.0,0.021320000000000002,6,50557
0190,9.0,0.01068,5,6182
0191,2.8,0.09864,6,137762
0192,4.9,0.07668000000000001,3,305845
0193,10.5,0.05695000000000001,3,231539
0194,9.1,0.062200000000000005,3,102462
0195,0.2,0.014580000000000001,1,23892
0196,10.1,0.062340000000000007,4,357632
0197,3.0,0.06317,7,360903
0198,3.5,0.05249,1,124500
0199,10.2,0.09228,1,143638
0200,11.0,0.03606,4,52116
0201,10.1,0.021210000000000003,5,51220
0202,8.0,0.07427,1,256776
0203,10.3,0.09067,6,186308
0204,5.8,0.04351000000000001,1,90116
0205,1.2,0.019360000000000002,5,66271
0206,2.8,0.048830000000000005,1,294670
0207,10.2,0.09248,4,408376
0208,7.7,0.01472,6,57485
0209,2.7,0.051300000000000005,2,67002
0210,7.1,0.013130000000000001,3,45707
0211,7.0,0.07144,4,68053
0212,4.4,0.02357,4,99194
0213,8.5,0.07236000000000001,6,544167
0214,4.0,0.03701,1,96531
0215,5.8,0.06922,1,304265
0216,0.30000000000000004,0.08769,5,115607
0217,1.2,0.04249000000000001,4,95910
0218,4.4,0.03869,3,250281
0219,2.6,0.004900000000000001,3,18463
0220,1.4,0.0291,1,74104
0221,5.5,0.050780000000000006,5,152837
0222,6.5,0.07598,6,86590
0223,0.0,0.045230000000000006,4,248952
0224,9.0,0.07087,2,438349
0225,7.5,0.06542,6,307801
0226,6.0,0.009630000000000001,6,57851
0227,0.1,0.06874000000000001,3,42386
0228,7.0,0.029370000000000004,4,82565
0229,2.5,0.005390000000000001,1,15250
0230,0.9,0.09987000000000001,3,162621
0231,8.5,0.06038,7,123071
0232,1.9,0.01938,6,157411
0233,9.3,0.07548,7,558726
0234,9.5,0.020810000000000002,3,27194
0235,2.9,0.06237,4,505933
0236,0.0,0.08754,6,291917
0237,10.9,0.03515,6,31780
0238,8.3,0.052270000000000004,7,250790
0239,10.0,0.03271,6,30066
0240,6.1,0.013110000000000002,3,18574
0241,1.7000000000000002,0.04308,1,324812
0242,2.4,0.00602,4,24777
0243,0.6000000000000001,0.07297000000000001,6,204166
0244,3.0,0.06777000000000001,4,64781
0245,9.9,0.08066000000000001,2,87778
0246,5.0,0.08278,3,327362
0247,4.3,0.08247,6,461090
0248,4.0,0.04562,3,51733
0249,6.2,0.07564000000000001,2,72118
0250,11.0,0.059070000000000004,7,182214
0251,7.8,0.05842000000000001,1,57271
0252,1.0,0.09064000000000001,1,477130
0253,3.8,0.021400000000000002,7,72896
0254,4.1,0.08713000000000001,6,283538
0255,8.4,0.08761000000000001,6,326930
0256,4.3,0.002,1,3057
0257,8.7,0.09736,4,168256
0258,1.0,0.0956,6,483562
0259,2.2,0.00351,4,5368
0260,7.3,0.05861,1,45734
0261,6.8,0.004050000000000001,7,54950
0262,9.0,0.0032500000000000003,3,3487
0263,5.3,0.08579,7,89677
0264,2.6,0.040900000000000006,5,145232
0265,7.6,0.01438,4,22778
0266,8.7,0.08283,1,172986
0267,7.5,0.05607,2,20205
0268,6.6,0.09051000000000001,1,338499
0269,8.1,0.01932,2,16816
0270,4.1,0.09417,1,1275223
0271,10.8,0.06964000000000001,1,90794
0272,8.4,0.07327,1,167389
0273,9.8,0.06944,3,308313
0274,2.0,0.050480000000000004,5,60166
0275,5.8,0.08199000000000001,7,164690
0276,9.9,0.01872,5,66180
0277,2.9,0.03964,4,140068
0278,8.7,0.06158,2,231435
0279,5.5,0.09897,2,55303
0280,1.5,0.055760000000000004,7,25012
0281,1.9,0.014050000000000002,2,104047
0282,10.0,0.09662000000000001,4,199835
0283,8.8,0.06762,7,222179
0284,3.1,0.06426000000000001,3,488335
0285,2.2,0.08636,4,232246
0286,6.0,0.06203,1,314722
0287,6.4,0.042170000000000006,1,369017
0288,2.7,0.04707,5,135357
0289,8.6,0.08459000000000001,1,578902
0290,3.6,0.038290000000000005,1,57605
0291,8.4,0.02467,1,101184
0292,1.0,0.018750000000000003,6,170780
0293,4.2,0.06340000000000001,3,82919
0294,9.1,0.053700000000000005,4,409126
0295,1.9,0.05194000000000001,2,19717
0296,1.0,0.07052,4,204687
0297,0.9,0.0228,4,92168
0298,4.6,0.05244000000000001,7,145664
0299,1.1,0.09051000000000001,1,388779
0300,10.7,0.08385000000000001,1,64946
0301,1.0,0.07475000000000001,2,189009
0302,9.5,0.0048200000000000005,4,9592
0303,4.4,0.0066300000000000005,5,16559
0304,6.3,0.00058,7,3166
0305,1.0,0.0738,1,82802
0306,5.4,0.00875,5,78780
0307,6.1,0.0678,1,428667
0308,3.0,0.00039000000000000005,2,1299
0309,10.9,0.07764,7,494066
0310,3.1,0.08868000000000001,6,682108
0311,5.7,0.043680000000000004,4,31973
0312,8.3,0.08937,3,214332
0313,3.0,0.033940000000000005,6,130919
0314,5.0,0.013920000000000002,2,78560
0315,7.2,0.01145,4,9222
0316,4.6,0.08534000000000001,1,226388
0317,10.3,0.07726000000000001,4,102051
0318,9.4,0.02978,6,151577
0319,6.3,0.09289000000000001,7,970410
0320,2.7,0.07493000000000001,7,426194
0321,3.2,0.022690000000000002,5,34263
0322,5.1,0.0193,3,48496
0323,6.4,0.04202,3,41392
0324,8.4,0.06680000000000001,1,199113
0325,0.30000000000000004,0.09299,4,47803
0326,8.7,0.01485,4,38181
0327,10.5,0.09937000000000001,2,153454
0328,5.6,0.05967000000000001,1,131905
0329,6.0,0.07619000000000001,2,542718
0330,0.9,0.055650000000000005,6,170947
0331,1.7000000000000002,0.08875000000000001,4,164089
0332,6.4,0.030780000000000002,4,213269
0333,8.3,0.030320000000000003,2,119124
0334,1.0,0.05888,5,45732
0335,7.6,0.07767,6,55060
0336,10.0,0.08839000000000001,1,486726
0337,6.7,0.02365,1,17474
0338,7.1,0.06402000000000001,7,192615
0339,3.2,0.025650000000000003,2,36904
0340,4.8,0.016130000000000002,2,114662
0341,6.0,0.036340000000000004,6,63460
0342,8.9,0.02953,3,47419
0343,0.0,0.09856000000000001,6,20025
0344,9.7,0.017150000000000002,7,17825
0345,4.8,0.045770000000000005,3,167649
0346,7.0,0.041400000000000006,5,55914
0347,1.5,0.024300000000000002,2,38077
0348,1.8,0.013550000000000001,5,21175
0349,2.1,0.0082,1,6345
0350,2.8,0.08745000000000001,7,61554
0351,4.9,0.04734000000000001,3,78896
0352,2.1,0.05335,4,10749
0353,7.0,0.0031500000000000005,4,7964
0354,7.5,0.051710000000000006,7,441569
0355,4.8,0.038930000000000006,4,17399
0356,11.0,0.021920000000000002,5,99789
0357,5.9,0.07041,3,111185
0358,7.6,0.06934,4,125959
0359,5.3,0.0037800000000000004,6,10465
0360,0.5,0.06128000000000001,2,45791
0361,10.2,0.03722,2,98185
0362,9.0,0.048490000000000005,7,151988
0363,2.5,0.05212000000000001,2,367657
0364,1.9,0.09443000000000001,6,199756
0365,2.2,0.08166000000000001,7,1155797
0366,4.2,0.04705,7,87839
0367,8.4,0.02834,2,16822
0368,0.8,0.040380000000000006,3,294473
0369,1.0,0.08502000000000001,2,63584
0370,8.8,0.08815,3,187861
0371,4.1,0.00549,6,23932
0372,9.4,0.09106,1,114781
0373,1.1,0.02961,6,94968
0374,9.4,0.07548,6,250483
0375,7.6,0.01754,2,59836
0376,2.7,0.08001000000000001,6,200192
0377,9.5,0.09416000000000001,6,108376
0378,1.5,0.07861000000000001,6,911297
0379,0.8,0.05972,3,61446
0380,8.0,0.08438000000000001,7,289284
0381,5.3,0.02781,5,69268
0382,6.6,0.06857,5,400298
0383,2.0,0.06845000000000001,1,172531
0384,10.4,0.0688,6,1006004
0385,3.6,0.00198,6,5896
0386,3.9,0.08063000000000001,2,123689
0387,6.6,0.058530000000000006,3,193626
0388,9.2,0.0374,1,26593
0389,10.5,0.09172000000000001,1,193574
0390,2.2,0.02534,1,93876
0391,0.0,0.02323,7,74281
0392,11.0,0.013450000000000002,1,123114
0393,5.6,0.08906000000000001,4,162716
0394,1.5,0.015220000000000001,2,11693
0395,10.0,0.07224000000000001,6,232929
0396,7.0,0.09077,3,110659
0397,4.5,0.09131,6,77149
0398,2.7,0.06892000000000001,1,132776
0399,2.1,0.0066500000000000005,7,5988
0400,1.2,0.033510000000000005,1,184860
0401,3.0,0.06515,5,97059
0402,0.30000000000000004,0.04816,2,14743
0403,3.7,0.038400000000000004,5,16770
0404,4.9,0.04324,4,239066
0405,1.0,0.02111,2,127902
0406,3.8,0.056420000000000005,1,567243
0407,2.0,0.06365000000000001,4,90476
0408,6.6,0.09355000000000001,1,113701
0409,0.0,0.0026400000000000004,1,6718
0410,4.5,0.0043,3,11771
0411,2.3,0.01416,6,16228
0412,1.9,0.02314,6,78014
0413,1.6,0.03626,4,30647
0414,9.2,0.0053100000000000005,7,14890
0415,7.0,0.08675000000000001,1,208908
0416,1.0,0.021650000000000003,6,27386
0417,0.9,0.009460000000000001,5,25319
0418,2.0,0.00118,4,12669
0419,6.8,0.020880000000000003,3,42902
0420,4.0,0.03551,4,60970
0421,5.2,0.05671,1,201687
0422,1.5,0.07406,7,254862
0423,7.0,0.0534,7,176409
0424,3.6,0.006180000000000001,5,14275
0425,2.0,0.034420000000000006,7,66521
0426,0.30000000000000004,0.03599,6,19635
0427,1.5,0.05514,4,130299
0428,11.0,0.039150000000000004,6,134296
0429,1.6,0.04175,3,100434
0430,0.5,0.03409,1,122706
0431,2.0,0.0743,7,66851
0432,0.9,0.0013800000000000002,1,711
0433,9.0,0.040560000000000006,7,30027
0434,7.6,0.07815000000000001,1,130278
0435,6.4,0.09442,7,136735
0436,7.4,0.07904000000000001,7,423544
0437,9.1,0.06538000000000001,4,187894
0438,9.9,0.07917,4,128885
0439,9.3,0.08599000000000001,6,305857
0440,2.2,0.04394000000000001,4,19215
0441,7.9,0.0008300000000000001,4,2583
0442,2.2,0.040850000000000004,6,70841
0443,2.3,0.0931,7,1085770
0444,8.7,0.028020000000000003,7,143136
0445,2.2,0.01665,3,40473
0446,7.7,0.03819,6,55964
0447,5.7,0.00547,4,8250
0448,2.1,0.023530000000000002,2,58142
0449,0.1,0.055970000000000006,3,7575
0450,4.3,0.08224000000000001,7,251808
0451,7.4,0.04356,7,101873
0452,6.1,0.032920000000000005,2,37208
0453,1.6,0.00536,4,17783
0454,2.1,0.06556000000000001,5,171332
0455,8.2,0.09109,6,363711
0456,5.1,0.06921000000000001,5,432897
0457,9.2,0.0037500000000000003,5,5345
0458,5.2,0.00415,7,26614
0459,4.8,0.07022,5,140649
0460,7.8,0.00175,1,5317
0461,4.2,0.012770000000000002,3,142587
0462,4.0,0.08499000000000001,4,1246105
0463,8.0,0.04156000000000001,3,56796
0464,7.9,0.00206,5,16383
0465,4.0,0.045970000000000004,1,231778
0466,6.9,0.09702000000000001,2,261234
0467,3.7,0.07178000000000001,7,54530
0468,3.6,0.019960000000000002,1,120591
0469,1.1,0.09912000000000001,4,231161
0470,8.8,0.03898,1,374564
0471,2.1,0.00285,7,4212
0472,6.1,0.07566,6,230132
0473,2.7,0.03348,7,49158
0474,2.2,0.0753,6,78209
0475,2.7,0.05718,7,68418
0476,8.4,0.027700000000000002,1,4670
0477,2.0,0.0478,4,227616
0478,7.0,0.06541000000000001,1,113487
0479,2.9,0.08285000000000001,1,284529
0480,11.0,0.012530000000000001,1,183560
0481,2.8,0.03864,7,109595
0482,9.5,0.08721000000000001,2,95630
0483,3.1,0.03429,2,53925
0484,3.4,0.02417,2,291799
0485,9.3,0.031310000000000004,3,94737
0486,9.9,0.00944,4,74751
0487,9.6,0.06938000000000001,2,129079
0488,5.0,0.07020000000000001,2,171445
0489,3.8,0.0273,5,81230
0490,1.1,0.06909000000000001,5,225140
0491,8.1,0.024560000000000002,7,46496
0492,2.3,0.051620000000000006,4,123871
0493,2.0,0.049870000000000005,5,113856
0494,9.1,0.043050000000000005,7,126540
0495,5.3,0.045950000000000005,2,43610
0496,4.6,0.006690000000000001,6,15780
0497,11.0,0.09407,5,835394
0498,4.9,0.00102,5,1218
0499,6.8,0.06753,6,162984
0500,9.0,0.09137,1,38605
0501,1.0,0.026480000000000004,7,28678
0502,2.2,0.04818,3,87864
0503,9.1,0.030980000000000004,2,105274
0504,1.6,0.013170000000000001,1,83207
0505,6.6,0.028470000000000002,2,24502
0506,2.0,0.053860000000000005,4,85589
0507,7.0,0.02806,5,133884
0508,1.7000000000000002,0.034010000000000006,2,35043
0509,2.7,0.07331,7,80000
0510,0.8,0.08444,2,465463
0511,2.1,0.07819000000000001,7,213137
0512,3.4,0.07222,6,81161
0513,1.0,0.032400000000000005,1,77875
0514,2.9,0.04965000000000001,4,113546
0515,8.2,0.09026,6,203157
0516,7.0,0.09033000000000001,3,56836
0517,10.0,0.07106000000000001,1,185170
0518,0.9,0.01784,1,36519
0519,10.8,0.06117,6,70453
0520,3.7,0.08988,2,21733
0521,7.3,0.021220000000000003,3,34650
0522,0.8,0.005540000000000001,6,18126
0523,9.9,0.04114,3,39843
0524,2.3,0.032010000000000004,2,34264
0525,3.0,0.017150000000000002,3,23634
0526,1.0,0.08713000000000001,2,79395
0527,2.1,0.01102,2,15696
0528,4.1,0.07072,2,155314
0529,3.7,0.049740000000000006,2,62704
0530,5.2,0.040780000000000004,7,45499
0531,0.1,0.06511,6,203476
0532,2.1,0.036980000000000006,7,356907
0533,10.4,0.043730000000000005,1,180127
0534,1.9,0.011770000000000001,7,20261
0535,8.7,0.044800000000000006,7,95389
0536,10.0,0.03223,6,422251
0537,7.4,0.00824,1,3801
0538,5.3,0.033580000000000006,6,137557
0539,9.7,0.015960000000000002,5,92388
0540,8.2,0.03606,7,147746
0541,7.7,0.03694,7,48679
0542,7.4,0.03422,4,92120
0543,9.0,0.08507,1,192326
0544,3.9,0.011710000000000002,1,51177
0545,5.3,0.09514,2,159677
0546,0.2,0.07596,6,52210
0547,5.5,0.06237,2,64254
0548,2.5,0.0763,3,18723
0549,9.4,0.07771,3,203222
0550,0.6000000000000001,0.07805000000000001,7,315248
0551,0.2,0.014,6,15055
0552,1.6,0.04823,1,79895
0553,8.0,0.039700000000000006,3,63239
0554,5.0,0.09026,1,95605
0555,4.9,0.07497000000000001,3,20546
0556,0.4,0.008790000000000001,1,11147
0557,1.7000000000000002,0.0651,1,67196
0558,7.2,0.06782,7,92316
0559,10.7,0.011680000000000001,7,26906
0560,5.5,0.068,5,311058
0561,1.2,0.00515,7,11355
0562,5.7,0.009550000000000001,2,21339
0563,10.9,0.02108,5,69277
0564,10.0,0.08124,7,366355
0565,1.8,0.057150000000000006,6,105158
0566,0.2,0.08426,6,102150
0567,10.6,0.09128000000000001,1,694886
0568,7.9,0.00875,3,103083
0569,6.3,0.023450000000000002,7,52237
0570,2.1,0.06554,4,12153
0571,5.5,0.05825,7,162510
0572,8.0,0.015960000000000002,2,5500
0573,2.6,0.021660000000000002,4,11592
0574,3.1,0.034620000000000005,3,21284
0575,5.8,0.00367,2,13560
0576,2.1,0.013930000000000001,2,3635
0577,6.5,0.03105,3,20916
0578,10.9,0.0371,7,103061
0579,1.4,0.03572,5,121907
0580,7.6,0.07648,4,386761
0581,0.6000000000000001,0.0018100000000000002,1,13610
0582,8.6,0.00219,4,3622
0583,9.2,0.029750000000000002,7,69007
0584,9.5,0.0053,4,18979
0585,4.5,0.029830000000000002,4,116236
0586,8.2,0.01237,1,53339
0587,5.6,0.08768000000000001,4,107865
0588,9.2,0.052890000000000006,3,149934
0589,11.0,0.04005,6,74494
0590,0.2,0.023530000000000002,6,101671
0591,10.0,0.011510000000000001,3,17642
0592,8.0,0.06612000000000001,7,122200
0593,1.9,0.03801,1,77650
0594,0.2,0.04052,7,138462
0595,2.6,0.09461000000000001,2,223091
0596,10.6,0.07550000000000001,2,25625
0597,2.9,0.06677000000000001,4,30287
0598,0.9,0.0485,2,5939
0599,8.1,0.09960000000000001,7,306330
0600,5.6,0.08075,1,264740
0601,7.3,0.008960000000000001,7,7002
0602,0.30000000000000004,0.07326,5,248579
0603,4.0,0.05979,6,121503
0604,10.3,0.01819,5,74955
0605,4.6,0.05908000000000001,4,77102
0606,0.4,0.0182,6,19161
0607,8.0,0.05777,6,195416
0608,3.9,0.09427,4,604347
0609,8.4,0.059340000000000004,7,273084
0610,1.0,0.09090000000000001,3,48097
0611,8.0,0.07225000000000001,4,297836
0612,7.8,0.005050000000000001,3,5825
0613,8.0,0.0723,3,138662
0614,9.0,0.0913,5,140571
0615,5.5,0.06826,3,51079
0616,10.3,0.030060000000000003,7,116535
0617,1.7000000000000002,0.03663,6,51570
0618,5.9,0.02057,4,12633
0619,8.8,0.08774000000000001,3,163744
0620,10.5,0.021150000000000002,6,41714
0621,4.1,0.04331,5,133289
0622,1.4,0.06927000000000001,2,510258
0623,5.5,0.07278000000000001,1,95813
0624,1.0,0.0955,5,90092
0625,6.2,0.08254,2,753602
0626,2.4,0.021150000000000002,1,82052
0627,7.0,0.046290000000000005,5,137910
0628,1.4,0.07885,2,60160
0629,5.9,0.0051400000000000005,3,15066
0630,6.4,0.03332,3,26424
0631,9.6,0.01272,2,38763
0632,6.7,0.029550000000000003,4,59162
0633,0.8,0.06865,3,150526
0634,1.5,0.04472,3,248003
0635,10.3,0.00058,4,3037
0636,5.8,0.06556000000000001,1,154280
0637,2.7,0.00013000000000000002,3,617
0638,11.0,0.09602000000000001,3,104621
0639,0.30000000000000004,0.06421,1,32707
0640,5.8,0.09463,7,859320
0641,6.3,0.09944000000000001,5,678264
0642,2.4,0.0103,1,15724
0643,5.3,0.08457,1,68571
0644,3.3,0.0006100000000000001,6,4489
0645,5.2,0.05913,7,150896
0646,5.3,0.0039900000000000005,3,12010
0647,3.9,0.00476,7,53748
0648,6.0,0.08243,5,143443
0649,8.3,0.04886,2,13925
0650,9.0,0.09048,2,258364
0651,0.0,0.09236000000000001,5,79356
0652,7.6,0.05765000000000001,7,203569
0653,3.0,0.09561000000000001,2,88009
0654,3.2,0.034030000000000005,3,37592
0655,6.8,0.04687,4,247481
0656,5.0,0.006030000000000001,6,23468
0657,4.0,0.09585,3,251734
0658,4.9,0.06942000000000001,7,371109
0659,0.1,0.017490000000000002,7,82436
0660,6.0,0.09094000000000001,6,547810
0661,11.0,0.03104,6,80217
0662,6.5,0.07063000000000001,5,76121
0663,0.0,0.069,1,224701
0664,9.6,0.08241000000000001,2,378649
0665,9.0,0.044610000000000004,4,209532
0666,2.3,0.04599,5,143627
0667,9.1,0.03603,4,129550
0668,4.0,0.006580000000000001,7,4862
0669,4.7,0.01895,7,107618
0670,7.1,0.06491000000000001,3,370861
0671,7.0,0.00197,2,1080
0672,5.0,0.06148000000000001,5,323100
0673,4.0,0.030410000000000003,2,142499
0674,8.0,0.09219000000000001,4,276061
0675,5.3,0.08101000000000001,3,270222
0676,10.9,0.09574,5,297164
0677,8.5,0.08652000000000001,6,189061
0678,0.4,0.07598,1,140293
0679,7.9,0.05952,7,125865
0680,8.7,0.0228,1,66134
0681,2.4,0.07589000000000001,2,215047
0682,4.1,0.027500000000000004,2,140096
0683,6.0,0.09143000000000001,2,95246
0684,5.1,0.09299,4,732278
0685,9.8,0.07239000000000001,5,93358
0686,7.3,0.020950000000000003,5,54565
0687,5.3,0.03653,1,82404
0688,1.3,0.07056000000000001,6,23456
0689,5.4,0.0061400000000000005,1,13583
0690,10.6,0.021140000000000003,6,61722
0691,9.9,0.021990000000000003,3,11149
0692,7.7,0.07689,6,258738
0693,8.1,0.06383000000000001,4,116836
0694,3.3,0.021890000000000003,2,55921
0695,3.5,0.01145,3,3441
0696,0.0,0.06687,7,60211
0697,4.5,0.02159,3,97327
0698,6.2,0.06849000000000001,7,180521
0699,8.8,0.07831,6,100819
0700,7.6,0.022820000000000003,1,208007
0701,10.9,0.0005600000000000001,4,1469
0702,9.4,0.08621000000000001,2,246037
0703,2.9,0.00248,5,6034
0704,4.7,0.00515,3,29728
0705,6.3,0.09674,1,296472
0706,0.7000000000000001,0.027600000000000003,3,73373
0707,0.2,0.09546,6,269129
0708,8.0,0.07990000000000001,3,212205
0709,1.5,0.07537,2,138832
0710,4.8,0.015960000000000002,6,40589
0711,3.0,0.007050000000000001,1,49763
0712,4.8,0.08585000000000001,1,245450
0713,8.1,0.07317000000000001,3,72699
0714,9.4,0.046740000000000004,2,476604
0715,0.30000000000000004,0.040060000000000005,2,120990
0716,9.6,0.09627000000000001,2,179264
0717,10.0,0.026480000000000004,6,86798
0718,9.0,0.06203,1,17180
0719,7.2,0.06736,3,143454
0720,0.6000000000000001,0.03993,7,28707
0721,5.9,0.07816000000000001,3,463545
0722,7.6,0.08692000000000001,2,311885
