id,rating,return_rate,location,sales,revenue,margin
P0053,1.7000000000000002,0.083,4,59948,29332556.4,12571095.600000003
P0054,9.0,0.010009999999999998,1,56107,37830144.75,12610048.25
P0055,4.0,0.06008,1,79907,11946096.5,11946096.5
P0056,6.5,0.03506,1,61875,25944187.499999996,11118937.500000004
P0057,6.8,0.03207,6,43782,33681492.6,14434925.400000002
P0058,1.7000000000000002,0.083,5,90665,9021167.5,9021167.5
P0059,1.1,0.08907,3,62824,21956988.0,21956988.0
P0060,2.5,0.07503,2,86446,8601377.0,8601377.0
P0061,2.8,0.07202,3,46708,38499069.0,12833023.0
P0062,5.8,0.042050000000000004,3,9428,14323017.6,3580754.3999999994
P0063,5.7,0.0431,3,25683,28874112.75,9624704.25
P0064,2.5,0.07509,5,94657,4685521.5,4685521.5
P0065,4.9,0.05106999999999999,5,80066,7966567.0,7966567.0
P0066,5.6,0.04406000000000001,1,47025,32884582.499999996,14093392.500000002
P0067,6.0,0.0401,7,43966,36238975.5,12079658.5
P0068,9.8,0.0020399999999999928,3,51376,38493468.0,12831156.0
P0069,9.8,0.002049999999999993,5,44384,36583512.0,12194504.0
P0070,1.9,0.08109,1,36964,31023885.2,13295950.800000003
P0071,5.4,0.04601,2,49611,37171041.75,12390347.25
P0072,5.7,0.04308,6,60923,29809623.9,12775553.100000003
P0073,6.8,0.032080000000000004,7,80502,24102298.799999997,16068199.200000001
P0074,3.7,0.06305,7,73416,21980750.4,14653833.600000001
P0075,2.0,0.08006,6,76597,15281101.5,15281101.5
P0076,9.6,0.004030000000000003,3,70580,29601252.0,19734168.0
P0077,8.5,0.015029999999999998,6,60670,29685830.999999996,12722499.000000002
P0078,8.6,0.014030000000000003,1,24596,29496753.0,9832251.0
P0079,5.1,0.049,3,62855,21967822.5,21967822.5
P0080,4.0,0.0601,4,27066,30428950.5,10142983.5
P0081,5.1,0.04904,2,91659,4537120.5,4537120.5
P0082,8.8,0.011999999999999993,2,41184,37034712.0,12344904.0
P0083,9.4,0.006029999999999996,5,53171,28680437.4,19120291.6
P0084,3.9,0.06103999999999999,5,74980,18707510.0,18707510.0
P0085,5.8,0.042010000000000006,4,79831,11934734.5,11934734.5
P0086,7.2,0.02803,7,67143,28159774.2,18773182.8
P0087,8.2,0.018070000000000006,2,65666,31480280.4,20986853.6
P0088,4.0,0.06001,4,55240,22068380.0,22068380.0
P0089,3.5,0.06502,5,73240,18273380.0,18273380.0
P0090,7.6,0.024070000000000005,6,6576,10516339.200000001,2629084.8
P0091,8.0,0.02007,5,64065,26868861.0,17912574.0
P0092,1.7000000000000002,0.08301,4,6231,9466135.200000001,2366533.8
P0093,8.6,0.014060000000000003,5,38168,34706162.4,14874069.600000001
P0094,6.6,0.03402,3,42372,35562819.6,15241208.400000002
P0095,7.7,0.023009999999999996,7,81420,12172290.0,12172290.0
P0096,8.5,0.01505,2,33113,34743815.25,11581271.75
P0097,7.5,0.02508,6,15246,21942043.2,5485510.799999999
P0098,7.7,0.023039999999999998,6,50617,30339829.799999997,20226553.200000003
P0099,4.4,0.0561,4,51259,27649104.599999998,18432736.400000002
P0100,5.9,0.04109,5,75377,18806561.5,18806561.5
P0101,3.7,0.06301999999999999,1,55750,23381550.0,15587700.000000002
P0102,3.8,0.062,2,59828,21502183.2,14334788.8
P0103,4.8,0.052090000000000004,6,4482,7167614.4,1791903.5999999999
P0104,4.6,0.05408,7,8424,12797740.8,3199435.1999999997
P0105,4.3,0.0571,7,58125,36578062.5,15676312.500000002
P0106,5.7,0.043039999999999995,4,25268,28407549.0,9469183.0
P0107,7.7,0.023,5,6749,10793000.8,2698250.1999999997
P0108,5.2,0.048029999999999996,7,67709,16893395.5,16893395.5
P0109,2.3,0.07703,4,66232,27777700.799999997,18518467.200000003
P0110,6.3,0.03703,7,57970,36480521.0,15634509.000000002
P0111,5.8,0.04206000000000001,5,24232,29060226.0,9686742.0
P0112,7.2,0.027999999999999997,6,64742,25864429.0,25864429.0
P0113,7.9,0.021089999999999994,1,39563,41113869.6,10278467.399999999
P0114,6.9,0.031019999999999995,2,52776,31633934.4,21089289.6
P0115,7.7,0.023019999999999995,2,33019,36954864.800000004,9238716.2
P0116,7.9,0.021009999999999994,7,68387,20481906.5,20481906.5
P0117,2.3,0.07702,4,47641,29980481.299999997,12848777.700000003
P0118,8.2,0.018080000000000006,4,91532,9107434.0,9107434.0
P0119,7.6,0.02406,3,45277,34831596.1,14927826.900000002
P0120,8.0,0.020099999999999996,4,89977,13451561.5,13451561.5
P0121,7.1,0.02901,4,91564,4532418.0,4532418.0
P0122,9.6,0.004100000000000004,4,32227,33814179.75,11271393.25
P0123,10.0,9e-05,7,81635,12204432.5,12204432.5
P0124,9.6,0.004040000000000004,6,89199,8875300.5,8875300.5
P0125,3.9,0.06109,1,46176,30448454.4,20298969.6
P0126,7.0,0.03008,1,40048,41617881.6,10404470.399999999
P0127,6.7,0.03306,7,35941,32681151.299999997,14006207.700000001
P0128,2.5,0.07506,1,79960,19142424.0,12761616.000000002
P0129,1.4,0.08607,6,55372,29867656.799999997,19911771.200000003
P0130,6.5,0.0351,7,62946,25146927.0,25146927.0
P0131,7.6,0.024070000000000005,5,46710,32664302.999999996,13998987.000000002
P0132,9.4,0.006039999999999997,7,46396,41721603.0,13907201.0
P0133,9.5,0.005,3,36300,38087775.0,12695925.0
P0134,2.9,0.0711,3,64501,19311599.4,12874399.600000001
P0135,4.6,0.05404,2,22521,27008309.25,9002769.75
P0136,3.0,0.07003999999999999,6,75528,22613083.2,15075388.800000003
P0137,3.4,0.06608,5,59517,21390409.799999997,14260273.200000001
P0138,3.9,0.061,2,3099,4955920.8,1238980.2
P0139,3.0,0.07008,5,44081,30825843.299999997,13211075.700000001
P0140,8.0,0.02001,4,35682,34763188.5,11587729.5
P0141,2.4,0.076,7,24190,27195607.5,9065202.5
P0142,7.7,0.023059999999999997,1,48701,29191379.4,19460919.6
P0143,2.8,0.07201,6,24523,29407981.6,7351995.3999999985
P0144,9.8,0.0020099999999999927,5,41964,38157865.199999996,16353370.800000003
P0145,9.7,0.003010000000000007,1,86668,20748319.2,13832212.800000003
P0146,7.5,0.02505,3,58096,32493092.799999997,13925611.200000003
P0147,5.1,0.049060000000000006,5,67681,23654509.5,23654509.5
P0148,4.9,0.05109999999999999,2,80656,3992472.0,3992472.0
P0149,2.8,0.0721,2,51880,32648083.999999996,13992036.000000002
P0150,9.5,0.00502,5,73073,35754618.9,15323408.100000003
P0151,3.3,0.06703,3,55740,31175381.999999996,13360878.000000002
P0152,8.8,0.012009999999999991,1,56430,39461499.0,16912071.000000004
P0153,2.5,0.07506,4,35493,29789274.9,12766832.100000001
P0154,2.2,0.07801999999999999,2,57979,23162610.5,23162610.5
P0155,4.8,0.05208,4,17389,23635128.8,5908782.199999999
P0156,9.4,0.006099999999999997,5,70391,24601654.5,24601654.5
P0157,5.4,0.04606999999999999,1,54173,40589120.25,13529706.75
P0158,4.9,0.051089999999999997,2,4656,7445875.2,1861468.7999999998
P0159,4.8,0.052090000000000004,1,32596,36481443.2,9120360.799999999
P0160,7.4,0.026029999999999998,6,79870,19120878.0,12747252.000000002
P0161,6.7,0.03304,1,36581,38014975.2,9503743.799999999
P0162,6.6,0.034010000000000006,2,30319,36358544.800000004,9089636.2
P0163,7.2,0.02805,6,65894,27635943.599999998,18423962.400000002
P0164,4.7,0.053079999999999995,3,32006,33582295.5,11194098.5
P0165,6.6,0.03404,2,30315,34081638.75,11360546.25
P0166,3.4,0.06608,7,32272,33861396.0,11287132.0
P0167,3.8,0.0621,1,77650,23248410.0,15498940.000000002
P0168,5.8,0.042039999999999994,6,24556,31412035.2,7853008.799999999
P0169,3.5,0.06508,3,52480,35384640.0,11794880.0
P0170,9.6,0.004100000000000004,1,64107,31367555.099999998,13443237.900000002
P0171,1.8,0.08200999999999999,7,81123,12127888.5,12127888.5
P0172,8.9,0.011069999999999995,7,66458,19904171.0,19904171.0
P0173,2.9,0.07107999999999999,3,37801,31726379.299999997,13597019.700000001
P0174,3.8,0.06207,7,63671,22883357.4,15255571.600000001
P0175,5.9,0.0411,3,9484,14408092.8,3602023.1999999997
P0176,3.6,0.06401000000000001,7,36889,35939108.25,11979702.75
P0177,9.0,0.01,4,62600,33766440.0,22510960.0
P0178,3.0,0.07009,1,32916,32068413.0,10689471.0
P0179,9.7,0.003010000000000007,3,49682,32760310.799999997,21840207.200000003
P0180,4.9,0.05106999999999999,5,82462,4081869.0,4081869.0
P0181,7.9,0.021059999999999995,5,51744,38769192.0,12923064.0
P0182,3.1,0.06906000000000001,3,74249,18525125.5,18525125.5
P0183,6.8,0.032010000000000004,6,47047,28199971.8,18799981.2
P0184,3.5,0.06508,4,30934,32457499.5,10819166.5
P0185,1.7000000000000002,0.08308,3,14225,19334620.0,4833654.999999999
P0186,4.6,0.054060000000000004,4,73414,26384991.599999998,17589994.400000002
P0187,1.8,0.08207999999999999,3,81116,12126842.0,12126842.0
P0188,9.5,0.00504,3,60888,41053734.0,13684578.0
P0189,5.5,0.04504,3,27193,30571730.25,10190576.75
P0190,4.0,0.06001,1,33740,35062608.0,8765651.999999998
P0191,9.3,0.007009999999999993,7,46670,35903231.0,15387099.000000002
P0192,4.8,0.05207,6,53603,40162047.75,13387349.25
P0193,8.5,0.01505,3,77120,32336415.999999996,13858464.000000004
P0194,8.0,0.020099999999999996,7,36077,40377378.4,10094344.599999998
P0195,3.6,0.06406,7,57067,31917573.099999998,13678959.900000002
P0196,9.9,0.0009999999999999966,4,42056,40973058.0,13657686.0
P0197,6.9,0.031059999999999994,1,48073,39624170.25,13208056.75
P0198,3.6,0.06408,3,7462,11336270.4,2834067.5999999996
P0199,5.4,0.04606999999999999,5,39892,35872881.0,11957627.0
P0200,6.6,0.034010000000000006,5,35864,32611135.2,13976200.8
P0201,1.6,0.08401,5,22155,26568276.0,6642068.999999999
P0202,5.5,0.04501,3,55350,30957254.999999996,13267395.000000002
P0203,3.6,0.0641,3,34564,35918908.800000004,8979727.2
P0204,6.5,0.03501,4,52982,35723113.5,11907704.5
P0205,3.7,0.06304,5,61479,34385204.699999996,14736516.300000003
P0206,1.5,0.08507999999999999,2,1752,2801798.4,700449.6
P0207,10.0,9e-05,7,40036,39005073.0,13001691.0
P0208,2.7,0.07307999999999999,3,40282,36223588.5,12074529.5
P0209,3.3,0.06703,6,64834,31723276.199999996,13595689.800000003
P0210,8.5,0.015069999999999998,6,67394,20177763.599999998,13451842.400000002
P0211,6.5,0.03506,7,61578,30130115.4,12912906.600000003
P0212,3.8,0.062090000000000006,5,35820,32211135.0,10737045.0
P0213,7.4,0.026089999999999995,1,73368,21973716.0,21973716.0
P0214,8.9,0.011079999999999996,5,59697,25036921.799999997,16691281.200000001
P0215,2.9,0.071,5,34540,35893968.0,8973491.999999998
P0216,8.9,0.011079999999999996,6,49857,41094632.25,13698210.75
P0217,2.4,0.07601,4,42546,28054832.4,18703221.6
P0218,7.5,0.02503,4,50318,33179689.2,22119792.8
P0219,5.8,0.0421,3,23908,30583113.6,7645778.3999999985
P0220,8.4,0.016079999999999997,7,74281,22247159.5,22247159.5
P0221,8.8,0.012049999999999991,4,98648,4883076.0,4883076.0
P0222,5.7,0.043019999999999996,6,73828,17674423.2,11782948.800000003
P0223,9.7,0.003020000000000007,1,36477,38273492.25,12757830.75
P0224,1.4,0.0861,6,29996,27275362.799999997,11689441.200000001
P0225,8.6,0.014070000000000003,7,25715,30838713.75,10279571.25
P0226,4.0,0.06006,3,57409,22934895.5,22934895.5
P0227,2.8,0.07203999999999999,2,19857,25401074.400000002,6350268.599999999
P0228,8.6,0.014030000000000003,4,67473,20201416.2,13467610.8
P0229,1.4,0.08605,7,55374,37335919.5,12445306.5
P0230,8.4,0.016039999999999995,3,35991,32726616.299999997,14025692.700000001
P0231,4.6,0.05401000000000001,3,48927,34214651.1,14663421.900000002
P0232,2.0,0.08003,2,52151,28130249.4,18753499.6
P0233,2.6,0.07409,1,32589,31749833.25,10583277.75
P0234,5.8,0.04208,6,21983,26363112.75,8787704.25
P0235,9.9,0.0009999999999999966,4,80456,24088526.4,16059017.600000001
P0236,9.0,0.010069999999999999,5,60429,40744253.25,13581417.75
P0237,4.1,0.05901000000000001,3,75499,15062050.5,15062050.5
P0238,5.6,0.04408,5,42006,34623445.5,11541148.5
P0239,3.6,0.06402000000000001,6,52467,39310899.75,13103633.25
P0240,5.5,0.04502,3,76695,15300652.5,15300652.5
P0241,2.7,0.07307,4,40945,36819791.25,12273263.75
P0242,9.9,0.0010499999999999965,4,35455,37201158.75,12400386.25
P0243,5.6,0.044039999999999996,1,9366,14228827.200000001,3557206.7999999993
P0244,7.6,0.024000000000000004,2,99414,4920993.0,4920993.0
P0245,9.0,0.010069999999999999,1,45247,40688364.75,13562788.25
P0246,2.9,0.07103,2,31141,28316511.299999997,12135647.700000001
P0247,7.7,0.023039999999999998,5,60046,25183292.4,16788861.6
P0248,9.6,0.004040000000000004,5,70579,24667360.5,24667360.5
P0249,5.7,0.043039999999999995,1,55384,34853151.199999996,14937064.800000003
P0250,9.7,0.003070000000000007,1,49301,36938774.25,12312924.75
P0251,9.0,0.01006,4,37820,36846135.0,12282045.0
P0252,4.6,0.05401000000000001,6,21628,27666537.6,6916634.399999999
P0253,10.0,3.0000000000000004e-05,4,70945,24795277.5,24795277.5
P0254,8.6,0.014070000000000003,2,23470,30022824.0,7505705.999999999
P0255,6.6,0.034080000000000006,6,10203,15500397.6,3875099.3999999994
P0256,4.9,0.05106,7,52675,33148377.499999996,14206447.500000002
P0257,9.8,0.002079999999999993,4,53366,39984475.5,13328158.5
P0258,5.3,0.04701,2,60748,24268826.0,24268826.0
P0259,9.0,0.010049999999999998,2,78103,18697858.2,12465238.800000003
P0260,7.7,0.02308,1,41057,34459140.1,14768202.900000002
P0261,1.6,0.08407999999999999,4,38149,29348025.7,12577725.300000003
P0262,3.4,0.06609999999999999,4,70466,16869560.4,11246373.600000001
P0263,8.5,0.01502,7,35398,32187401.4,13794600.600000001
P0264,7.4,0.026079999999999996,3,41072,37346769.6,16005758.400000002
P0265,3.4,0.06602,1,22002,26385898.5,8795299.5
P0266,2.6,0.07407,4,11392,16395366.4,4098841.5999999996
P0267,2.7,0.0731,6,26984,30200492.8,7550123.199999998
P0268,1.8,0.08200999999999999,6,30313,31805915.25,10601971.75
P0269,7.6,0.024090000000000004,1,70005,34253446.5,14680048.500000004
P0270,6.4,0.03607,6,63130,26470408.999999996,11344461.000000004
P0271,1.7000000000000002,0.08305000000000001,6,55660,37528755.0,12509585.0
P0272,2.6,0.07403,6,81517,19515169.799999997,13010113.200000001
P0273,3.5,0.06501,6,31599,28732970.7,12314130.3
P0274,9.1,0.009100000000000004,4,97685,9719657.5,9719657.5
P0275,7.0,0.0301,1,77802,23293918.799999997,15529279.200000001
P0276,9.9,0.0010399999999999964,1,29458,33118156.5,11039385.5
P0277,8.0,0.02004,7,68468,28708632.4,12303699.600000003
P0278,1.6,0.08405000000000001,5,1358,2171713.6,542928.3999999999
P0279,1.5,0.085,2,56359,19697470.5,19697470.5
P0280,8.8,0.012079999999999994,6,64733,27149020.2,18099346.8
P0281,1.5,0.08502000000000001,3,37275,33519543.75,11173181.25
P0282,5.5,0.04501,7,83981,8356109.5,8356109.5
P0283,6.6,0.03409,3,87457,4329121.5,4329121.5
P0284,3.3,0.06709000000000001,2,62481,30571953.299999997,13102265.700000003
P0285,6.9,0.031019999999999995,3,71950,17951525.0,17951525.0
P0286,4.5,0.05505,6,29845,33402524.0,8350630.999999999
P0287,6.7,0.03308,2,14992,21576486.400000002,5394121.6
P0288,8.5,0.015069999999999998,4,63211,26510693.4,17673795.6
P0289,5.9,0.041019999999999994,5,78560,15672720.0,15672720.0
P0290,6.7,0.0331,4,93052,4606074.0,4606074.0
P0291,9.8,0.0020099999999999927,7,21873,29729781.6,7432445.399999999
P0292,3.0,0.07009,7,52280,29240203.999999996,12531516.000000002
P0293,3.8,0.0621,2,22650,28973880.0,7243469.999999999
P0294,5.6,0.044020000000000004,5,88463,4378918.5,4378918.5
P0295,5.2,0.048,6,74931,17938481.4,11958987.600000001
P0296,3.9,0.061,4,37755,36782808.75,12260936.25
P0297,4.7,0.05309,1,43705,36023846.25,12007948.75
P0298,6.9,0.031099999999999996,1,26617,31919106.400000002,7979776.599999999
P0299,5.6,0.044090000000000004,4,52240,28178256.0,18785504.0
P0300,2.3,0.07704,7,32903,29918697.9,12822299.100000001
P0301,4.8,0.052000000000000005,3,38007,37028319.75,12342773.25
P0302,6.2,0.038079999999999996,4,53074,31812555.599999998,21208370.400000002
P0303,3.8,0.0621,4,53986,30194369.799999997,12940444.200000003
P0304,4.5,0.05508,7,16942,23027566.400000002,5756891.6
P0305,7.3,0.027000000000000003,2,63486,26626028.4,17750685.6
P0306,5.9,0.041069999999999995,2,14033,20196293.6,5049073.399999999
P0307,9.9,0.0010999999999999964,6,39251,35690934.3,15296114.700000001
P0308,4.1,0.05901000000000001,1,59677,23840961.5,23840961.5
P0309,1.7000000000000002,0.08301,6,37447,33674214.75,11224738.25
P0310,8.6,0.014050000000000002,5,47215,39627549.5,16983235.500000004
P0311,8.7,0.013100000000000007,7,40320,36257760.0,12085920.0
P0312,4.7,0.053,1,54513,34305030.9,14702156.100000003
P0313,8.9,0.011009999999999995,3,7583,12126733.6,3031683.3999999994
P0314,7.0,0.030019999999999998,2,26258,31488593.6,7872148.3999999985
P0315,2.3,0.07703,7,58149,24387690.599999998,16258460.400000002
P0316,9.4,0.006029999999999996,1,57271,32031670.299999997,13727858.700000003
P0317,7.0,0.03007,1,23973,30666261.6,7666565.3999999985
P0318,5.5,0.045090000000000005,3,41928,27647323.2,18431548.8
P0319,4.1,0.059090000000000004,5,69537,13872631.5,13872631.5
P0320,7.9,0.02107,7,49826,41069080.5,13689693.5
P0321,2.7,0.0731,7,25518,30601185.6,7650296.3999999985
P0322,6.5,0.03505,3,24551,31405639.2,7851409.799999999
P0323,5.7,0.04306,2,43724,36039507.0,12013169.0
P0324,3.9,0.061059999999999996,6,41469,34180823.25,11393607.75
P0325,5.0,0.050039999999999994,4,18384,24987532.8,6246883.199999999
P0326,1.6,0.08409000000000001,2,54619,29461488.599999998,19640992.400000002
P0327,7.4,0.026019999999999995,4,42562,35081728.5,11693909.5
P0328,2.9,0.07107999999999999,3,30865,34544108.0,8636026.999999998
P0329,4.8,0.05202,7,78608,19612696.0,19612696.0
P0330,2.9,0.07107999999999999,6,70069,13978765.5,13978765.5
P0331,4.4,0.056049999999999996,4,44280,33176790.0,11058930.0
P0332,5.9,0.0411,2,25838,30984929.6,7746232.3999999985
P0333,6.6,0.034050000000000004,3,26824,32167340.8,8041835.199999998
P0334,1.4,0.08605,6,47862,35860603.5,11953534.5
P0335,9.3,0.007069999999999993,4,51102,39312768.599999994,16848329.400000002
P0336,3.4,0.06608,3,54743,26243794.2,17495862.8
P0337,8.7,0.013060000000000007,5,52428,31425343.2,20950228.8
P0338,6.7,0.0331,2,68900,17190550.0,17190550.0
P0339,7.7,0.02308,6,21357,29028434.400000002,7257108.599999999
P0340,4.1,0.059030000000000006,5,61997,21667951.5,21667951.5
P0341,5.8,0.04202,7,83036,16565682.0,16565682.0
P0342,1.3,0.08700999999999999,3,52476,28305554.4,18870369.6
P0343,7.8,0.02205,7,62641,30650241.299999997,13135817.700000003
P0344,3.5,0.06509000000000001,7,56979,22763110.5,22763110.5
P0345,8.7,0.013100000000000007,3,46528,41840304.0,13946768.0
P0346,7.5,0.025,2,35621,39867023.2,9966755.799999999
P0347,7.7,0.023009999999999996,4,76448,11428976.0,11428976.0
P0348,2.7,0.07302,6,54688,34415158.4,14749353.600000003
P0349,9.8,0.002049999999999993,1,36384,33083971.2,14178844.8
P0350,4.6,0.05402,6,42829,35301803.25,11767267.75
P0351,8.5,0.015009999999999999,6,38089,39582088.800000004,9895522.199999997
P0352,4.0,0.06002,2,61265,18348867.5,18348867.5
P0353,7.8,0.022070000000000003,3,71016,21269292.0,21269292.0
P0354,7.8,0.022070000000000003,2,70193,34345434.9,14719472.100000003
P0355,10.0,3.0000000000000004e-05,5,12537,19046210.400000002,4761552.6
P0356,2.0,0.08006,2,42199,34782525.75,11594175.25
P0357,7.4,0.026059999999999993,5,49371,37981110.3,16277618.700000003
P0358,7.4,0.026019999999999995,1,58974,37112338.199999996,15905287.800000003
P0359,5.9,0.04109,7,72000,21564000.0,21564000.0
P0360,1.7000000000000002,0.08301,5,24634,29541092.8,7385273.199999999
P0361,8.5,0.01504,5,28814,34553748.800000004,8638437.2
P0362,5.8,0.04209,3,55582,31087012.599999998,13323005.400000002
P0363,3.7,0.063,1,39839,33436872.7,14330088.300000003
P0364,2.3,0.0771,2,51225,35821642.5,15352132.500000002
P0365,8.7,0.013010000000000006,6,67551,20224769.4,13483179.600000001
P0366,2.9,0.07107999999999999,2,35803,32195847.75,10731949.25
P0367,7.6,0.0241,3,30707,34367274.4,8591818.599999998
P0368,9.6,0.004010000000000003,5,73828,17674423.2,11782948.800000003
P0369,4.6,0.05408,1,41227,31715931.099999998,13592541.900000002
P0370,9.2,0.008050000000000007,3,79299,11855200.5,11855200.5
P0371,9.5,0.005,6,21326,28986299.2,7246574.799999999
P0372,7.7,0.02308,3,16042,23087646.400000002,5771911.6
P0373,4.9,0.05106,4,88699,13260500.5,13260500.5
P0374,9.4,0.006019999999999997,2,77978,32696175.399999995,14012646.600000003
P0375,2.5,0.07505,4,25344,30392524.8,7598131.199999999
P0376,9.8,0.002049999999999993,5,27560,33051330.0,11017110.0
P0377,5.6,0.0441,2,9256,14061715.200000001,3515428.7999999993
P0378,7.6,0.024050000000000002,1,44422,29291866.8,19527911.2
P0379,1.5,0.08507999999999999,6,26073,29180901.6,7295225.3999999985
P0380,7.5,0.025019999999999997,5,83066,19886000.4,13257333.600000001
P0381,9.2,0.008010000000000007,5,63931,22976801.4,15317867.600000001
P0382,4.9,0.05105,3,34472,35823302.4,8955825.599999998
P0383,9.7,0.003030000000000007,1,78262,32815256.599999998,14063681.400000004
P0384,7.5,0.025019999999999997,1,29359,35207312.800000004,8801828.2
P0385,7.0,0.03,5,29368,33016974.0,11005658.0
P0386,6.4,0.03605,6,71332,17076880.799999997,11384587.200000001
P0387,4.8,0.05206,3,67093,24113224.2,16075482.8
P0388,8.6,0.014030000000000003,1,27217,34815986.4,8703996.6
P0389,9.0,0.010069999999999999,2,16501,23748239.2,5937059.799999999
P0390,6.6,0.03402,2,46136,35492424.8,15211039.200000003
P0391,5.0,0.05,7,43158,28458385.2,18972256.8
P0392,1.7000000000000002,0.083,4,19205,23031596.25,7677198.75
P0393,8.0,0.020030000000000003,4,24469,29344448.25,9781482.75
P0394,2.4,0.07607,3,38697,34798277.25,11599425.75
P0395,9.5,0.00502,2,58073,43511195.25,14503731.75
P0396,7.3,0.02702,6,69234,29029816.199999996,12441349.800000003
P0397,6.4,0.036,7,67664,33107995.199999996,14189140.800000003
P0398,2.0,0.0801,3,33744,35066764.800000004,8766691.2
P0399,6.8,0.0321,7,82420,16442790.0,16442790.0
P0400,7.6,0.024070000000000005,5,28531,34214375.2,8553593.799999999
P0401,6.7,0.03306,1,10256,15580915.200000001,3895228.7999999993
P0402,7.6,0.024000000000000004,5,36682,35737438.5,11912479.5
P0403,6.4,0.03607,5,61495,21492502.5,21492502.5
P0404,3.3,0.06702,4,61993,25993664.9,11140142.100000003
P0405,3.7,0.06305,2,2560,4093952.0,1023487.9999999999
P0406,4.3,0.057030000000000004,7,80146,19186952.4,12791301.600000001
P0407,9.6,0.0040000000000000036,4,47809,39406568.25,13135522.75
P0408,5.8,0.04202,1,39509,33159903.7,14211387.300000003
P0409,3.7,0.063,6,37114,31149780.2,13349905.800000003
P0410,8.4,0.016019999999999996,7,92028,13758186.0,13758186.0
P0411,6.3,0.03709,5,42834,35950576.199999996,15407389.800000003
P0412,6.7,0.03306,7,35409,39629752.800000004,9907438.2
P0413,1.7000000000000002,0.08305000000000001,3,71630,17871685.0,17871685.0
P0414,8.1,0.019030000000000002,7,90552,4482324.0,4482324.0
P0415,3.0,0.07009,1,32916,32068413.0,10689471.0
P0416,9.4,0.006099999999999997,6,26801,32141099.25,10713699.75
